cutout,pair_id,x0_kpc,y0_kpc,tng_ad_statistic,tng_ad_empirical_p,tng_residual_rms,grf_median_residual_rms,tng_residual_rms_empirical_p,tng_negative_dip,grf_median_negative_dip,tng_negative_dip_empirical_p,tng_residual_max_abs,grf_median_residual_max_abs,tng_residual_max_abs_empirical_p,tng_distinguishable_ad,tng_distinguishable_rms
cutout_15.hdf5,397,168.31665281597566,56.78446564784917,26.861796949981656,0.2857142857142857,0.0979298968454448,0.077761483032868,0.0952380952380952,0.1881187849704812,0.1844373280438827,0.2857142857142857,0.2324509631758625,0.2233964454469048,0.238095238095238,False,False
cutout_15.hdf5,398,130.85416071040655,18.697035900505135,5.562389264786415,0.5714285714285714,0.0316745871322789,0.0297106002697311,0.3333333333333333,0.0846106891197256,0.0776237722750777,0.5238095238095238,0.0846106891197256,0.0776237722750777,0.5238095238095238,False,False
cutout_15.hdf5,399,19.964194675325107,114.92473141495648,26.606266547524083,0.3809523809523809,0.0372462585490485,0.0560217231669629,0.9523809523809524,0.1099214413589924,0.135679900431676,0.6666666666666666,0.216987591815072,0.2293683802093175,0.7142857142857143,False,False
cutout_16.hdf5,400,76.34367399907181,-161.83219285223836,4.1532911719388474,0.7142857142857143,0.0098856476679208,0.0120634392216552,0.5238095238095238,0.0202176603716738,0.0230990635071479,0.5714285714285714,0.0202176603716738,0.0346655765540896,0.8095238095238095,False,False
cutout_16.hdf5,401,145.10070224041715,-51.72227700295396,10.303354745068036,0.6190476190476191,0.0143090919937937,0.0120722967101252,0.3809523809523809,0.0320019877536707,0.0260422604512276,0.3809523809523809,0.0320019877536707,0.0260422604512276,0.3809523809523809,False,False
cutout_16.hdf5,402,-21.06779412873019,-23.56734815573964,20.50715095427676,0.7142857142857143,0.0308424977004825,0.0347809570021195,0.5714285714285714,0.0675316993380614,0.0870050197909619,0.6666666666666666,0.0816279441839806,0.1524178745614856,0.6666666666666666,False,False
cutout_16.hdf5,403,-78.72325635928686,169.93172327669345,2.955966178591649,0.7142857142857143,0.0091785062552857,0.0089716147766647,0.7142857142857143,0.0201979731924019,0.023704826662775,1.0,0.0224420949496788,0.0240944902395253,0.9047619047619048,False,False
cutout_16.hdf5,404,-118.79207362312724,106.85272990564287,16.172207559848015,0.2857142857142857,0.0022416636358749,0.0027438576970547,0.9047619047619048,0.00347803599048,0.0055996955411076,0.9523809523809524,0.0048273668865971,0.0056466092926929,0.9047619047619048,False,False
cutout_16.hdf5,405,-76.45097279128707,-122.91008630736292,10.515183065129916,0.6666666666666666,0.0034327807257005,0.0033945816678479,0.6190476190476191,0.0053480910908381,0.0066988978802176,0.6190476190476191,0.0075004751440251,0.0070643318736333,0.6190476190476191,False,False
cutout_16.hdf5,406,29.13925974074521,-196.93301086108255,11.50060077754264,0.4761904761904761,0.0154056088516534,0.0148063191465718,0.4285714285714285,0.0390118116675495,0.0413725152076998,0.5714285714285714,0.0390118116675495,0.0425347513710809,0.7619047619047619,False,False
